Diabetic Supply
Diabetic Supply
Diabetic Supply
Diabetic Supply
Diabetic Supply
Diabetic Supply
Diabetic Supply
Diabetic Supply
Neos Brands/Ayt
Novartis
Novartis
Mannkind Corpor
Mannkind Corpor
Boehringer Ing.
Shire US Inc.
Amgen
Teva Specialty
Teva Specialty
Teva USA
Teva USA
Akorn Inc.
Galderma Labora
Akorn Inc.
Helsinn Therape
Helsinn Therape
Crown Laborator
Crown Therap/Ma
"Derm Ventures,"
Edenbridge Phar
Lineage/Impax G
Mark Cuban Cost
"Cipla USA, Inc."
Dr.Reddy'S Lab
Camber Pharmace
Amneal Pharmace
Zydus Pharmaceu
Novadoz Pharmac
Teva USA
Northstar Rx Ll
Kedrion Biophar
Grifols
Perrigo/Padagis
Teva USA
Par Pharm.
Sandoz
"Civica, Inc."
Lupin Pharmaceu
"Cipla USA, Inc."
Prasco Labs
Mylan*
Zydus Pharmaceu
Sun Pharma Glob
Virtus Pharmace
Ritedose Pharma
Rising Pharm
Quagen Pharmace
Nephron Corp
Nivagen Pharmac
Mylan Instituti
Hi-Tech/Akorn C*
Actavis/Teva*
Amneal Pharmace
Mutual Pharm Co
AHP*
Glenmark Pharma
Fougera/Sandoz
Taro Pharm USA
Home Aide Diagn
Global Diabetic
Fifty50 Pharmac
Xpress Medical
US Diagnostics
Specialty Med
Sm-Strategic So
Walgreen Co.
"Sdi USA, Inc."
Rugby
Simple Diagnost
One Pharmaceuti
Mckesson Medica
Phoenix Healthc
Kroger Co
Hm-Strategic So
Home Aide Diagn
Chain Drug Cons
Arise Medical L
Dynarex Corp.
CVS
Diabetic Supply
Amerisource-Gnp
Walgreen Co.
Ultimed Inc
Wal-Mart Stores
Target Corp
Rite Aid Corp.
Perrigo Diabete
Meijer Inc.
Leader
Kroger Co
Equaline Vitami
Chain Drug
Leader
Medicine Shop
CVS
Rite Aid Corp.
Amerisource-Gnp
Pharmaci/Pfizer
Pharmaci/Pfizer
Bausch Health U
Genzyme
"Genentech, Inc."
West-Ward/Hikma
Virtus Pharmace
Rising Pharm
Tagi Pharma
Marlex Pharm.
Impax/Amneal
Northstar Rx Ll
"Cipla USA, Inc."
Aurobindo Pharm
Unichem Pharmac
Sun Pharma Glob
Exelan Pharmace
"Cipla USA, Inc."
Torrent Pharmac
Aurobindo Pharm
Rising Pharm
Eli Lilly & Co.
Romark Laborato
Par Pharm.
Prasco Labs
Zydus Pharmaceu
Ranbaxy/Sun Pha
Pd-Rx Pharm
Mylan
Qualitest/Par P
Mylan Instituti
Mckesson Packag
Sun Pharmaceuti
Major Pharmaceu
Northstar Rx Ll
Dr.Reddy'S Lab
Avet Pharmaceut
Unichem Pharmac
Arise Pharmaceu
Actavis/Teva
Accord Healthca
AHP
Larken Labs
Mylan
Ajanta Pharma L
Allergan Inc.
Perrigo/Padagis
Perrigo/Padagis
Perrigo Co.
Perrigo/Padagis
Alcon/Novartis
Allergan Inc.
Roxane/West-War
Rising Pharm
Par Pharm.
Lifestar Pharma
Amneal Pharmace
Actavis/Teva
Allergan Inc.
Par Pharm.
Mylan
Major Pharmaceu
Sandoz
Greenstone LLC.
Dava Pharmaceut
Breckenridge
Aurobindo Pharm
Actavis/Teva
Aurobindo Pharm
Actavis/Teva
Roxane/West-War
Par Pharm.
Actavis/Teva
Greenstone LLC.
Bausch Health U
"Almirall, LLC"
Monarch Phrm
"Xiromed, LLC"
Covis Pharma
Bausch Health U
Millennium Phar
Covis Pharma
Glenmark Pharma
Teva USA
Lupin Pharmaceu
Upsher-Smith La
Upsher Smith La
Strides Pharma
Morton Grove Ph
Marlex Pharm.
Major Pharmaceu
Pharm Assoc Inc
Lannett Co. Inc
Jubilant Cadist
Hi-Tech/Akorn C
"Cipla USA, Inc."
Bionpharma Inc.
Banner Pharmaca
Avet Pharmaceut
"Athem, LLC"
Zydus Pharmaceu
Advagen Pharma
Alembic Pharmac
Actavis/Teva
Sanofi-Aventis
Sanofi-Aventis
Sanofi-Aventis
Astellas Pharma
Zydus Pharmaceu
Sun Pharma Glob
Par Pharm.
Mylan
"Cipla USA, Inc."
Actavis/Teva
Fougera/Sandoz
Glaxosmithkline
Mayne Pharma In
Actavis/Teva
Clover Pharmace
West-Ward/Hikma
Teva Parenteral
Sagent Pharmace
Fresenius Kabi
Avet/Novaplus
Avet Pharmaceut
Sigmapharm Labo
Perrigo/Padagis
Par Pharm.
Teva USA
Mylan
Vitruvias Thera
Vistapharm
"Trupharma, LLC."
Novadoz Pharmac
Ani Pharmaceuti
Amneal Pharmace
Akorn Inc.
Unichem Pharmac
Taro Pharm USA
Sandoz
Zydus Pharmaceu
Northstar Rx Ll
Mayne Pharma In
Major Pharmaceu
Cameron Pharmac
Aurobindo Pharm
Advagen Pharma
AHP
Takeda Pharmace
Major Pharmaceu
Lifestar Pharma
Accord Healthca
Zydus Pharmaceu
Unichem Pharmac
Sun Pharmaceuti
Sandoz
Qualitest/Par P
Northstar Rx Ll
Mylan Instituti
Mylan
Zydus Pharmaceu
Unichem Pharmac
Mckesson Packag
Major Pharmaceu
Legacy Pharmace
Greenstone LLC.
Epic Pharma LLC
Dr.Reddy'S Lab
Marlex Pharm.
"Cipla USA, Inc."
Caraco/Sun Phar
Biomes Pharmace
Bi-Coastal Phar
Aurobindo Pharm
Ascend Laborato
Exelan Pharmace
Lupin Pharmaceu
Aci Healthcare
AHP
Sandoz
Rising Pharm
Lupin Pharmaceu
Dr.Reddy'S Lab
Bluepoint Labor
Aurobindo Pharm
Mylan
Greenstone/Pras
Dr.Reddy'S Lab
Apotex Corp
Torrent Pharmac
Sun Pharmaceuti
"Micro Labs USA,"
Macleods Pharma
Glenmark Pharma
Aurobindo Pharm
Ascend Laborato
Alembic Pharmac
Ajanta Pharma L
Par Pharm.
Mylan
Lupin Pharmaceu
Gavis/Lupin
Aurobindo Pharm
Alembic Pharmac
Par Pharm.
Lupin Pharmaceu
Aurobindo Pharm
Taro Pharm USA
Perrigo/Padagis
Mylan
Sarepta Therape
Actavis/Teva
West-Ward/Hikma
Teva USA
Sandoz
Rising Pharm
Pd-Rx Pharm
Northstar Rx Ll
Neopharma Inc
Bi-Coastal Phar
Aurobindo Pharm
American Antibi
Sandoz
Dr.Reddy'S Lab
West-Ward/Hikma
Teva USA
Sandoz
Northstar Rx Ll
Morton Grove Ph
"Micro Labs USA,"
Dr.Reddy'S Lab
Aurobindo Pharm
Lannett Co. Inc
Granules Pharma
Dr.Reddy'S Lab
Amneal Pharmace
X-Gen Pharmaceu
WG Critical Car
Sandoz/Premier
Sandoz/Novaplus*
Sandoz*
Sagent Pharmace
Piramal Critica
Mylan Instituti
Methapharm Inc
Hospira/Pfizer
Fresenius Kabi
"Civica, Inc."
Auromedics Phar
Athenex Pharmac
Sandoz
Xellia Pharmace
West-Ward/Hikma
WG Critical Car
Sagent Pharmace
Piramal Critica
Mylan Instituti
Meitheal Pharma
Hospira/Pfizer*
Auromedics Phar
Acorda Therapeu
Teva USA
Vyne/Journey
Mallinckrodt Ph
Torrent Pharmac
Teva USA
Sebela Pharmace*
B.F Ascher & Co
Yiling Pharmace
Teva USA
Rising Pharm
Zydus Pharmaceu
Major Pharmaceu
Breckenridge
Bluepoint Labor
Avkare
Aurobindo Pharm
Apotex Corp
Accord Healthca
AHP
Allergan Inc.
Abbvie US LLC
"Bayer,Pharm Div"
Therapeuticsmd
Glaxosmithkline
Lupin Pharma
Lupin Pharma
Casper Pharma L
Cosette Pharmac
Salix Pharmaceu
Sandoz
Sanofi-Aventis
Sanofi-Aventis
Bausch Health U
US World/Supern
Sandoz
Akorn Inc.
Torrent Pharmac
Sandoz
Glenmark Pharma
Teva USA
Salix Pharmaceu
Rhodes Pharmace
Sunovion Pharma
Boehringer Ing.
Baxalta US Inc.
Teva USA
Amgen
Sanofi-Aventis
Bausch Health U
Regeneron Pharm
Kiniksa Pharmac
Orapharma
Slate Run Pharm
Lupin Pharmaceu
Glenmark Pharma
"Cipla USA, Inc."
Eisai Inc.
Insmed Incorpor
Ani Pharmaceuti
Xlcare Pharmace
Vistapharm
Torrent Pharmac
Silarx/Lannett
Safecor Health
Northstar Rx Ll
Major Pharmaceu
Macleods Pharma
Exelan Pharmace
Dr.Reddy'S Lab
Solco Healthcar
Camber Pharmace
Aurobindo Pharm
Ascend Laborato
Apotex Corp
Amneal Pharmace
Alembic Pharmac
Ajanta Pharma L
Accord Healthca
AHP
"Orchidpharma, I"
Dr.Reddy'S Lab
Alembic Pharmac
Alkermes Inc
Alkermes Inc
Alkermes Inc
Mylan Instituti
Teva USA
Sandoz
Mylan
Lupin Pharmaceu
Aurobindo Pharm
Teva Specialty
Forest/Allergan
Forest/Allergan
Glaxosmithkline
Pharmaci/Pfizer
Pharmaci/Pfizer
Pharmaci/Pfizer
Amneal Pharmace
Allergan Inc.
Breckenridge
Sigmapharm Labo
Greenstone LLC.
Breckenridge
Alembic Pharmac
Glenmark Pharma
Organon LLC
Merck Sharp & D
Organon LLC
Merck Sharp & D
Teva USA
Slate Run Pharm
Par Pharm.
Northstar Rx Ll
"Micro Labs USA,"
Lannett Co. Inc
Glenmark Pharma
Dr.Reddy'S Lab
Avkare
Ani Pharmaceuti
Amneal Pharmace
Arkray USA
Arkray USA
Arkray USA
Arkray USA
Arkray USA
Arkray USA
Arkray USA
Arkray USA
Arkray USA
Arkray USA
Arkray USA
Arkray USA
Astellas Pharma
Ani Pharmaceuti
Ani Pharmaceuti
Teva USA
Northstar Rx Ll
"Cipla USA, Inc."
Aurobindo Pharm
Amneal Pharmace
Actavis/Allerga
Unichem Pharmac
Teva USA
Sandoz
Zydus Pharmaceu
Rising Pharm
Ranbaxy/Sun Pha
Mylan Instituti
Mylan
Mutual Pharm Co
Legacy Pharmace
"Gsms, Inc."
Aurobindo Pharm
Aphena Pharma S
Zydus Pharmaceu
Unichem Pharmac
Northstar Rx Ll
Actavis/Teva
West-Ward/Hikma
Bausch Health U
Teva USA
Rising Pharm
Prasco Labs
Northstar Rx Ll
Major Pharmaceu
Glenmark Pharma
Dr.Reddy'S Lab
Camber Pharmace
Burel Pharmaceu
Apotex Corp
Zydus Pharmaceu
Teva USA
Sciegen Pharmac
Pd-Rx Pharm
Ohm-Sun Pharmac
Novadoz Pharmac
Northstar Rx Ll
Nivagen Pharmac
New Horizon Rx
Mylan Instituti
Mylan
"Micro Labs USA,"
Marlex Pharm.
Major Pharmaceu
Lupin Pharmaceu
Legacy Pharmace
Kremers/Lannett
International L
Sandoz
"Gsms, Inc."
Greenstone LLC.
Dr.Reddy'S Lab
"Cipla USA, Inc."
Cambridge Thera
Biocon Pharma I
Avpak
Ascend Laborato
Apotex Corp
Akron Pharma In
Accord Healthca
AHP
Vistapharm
Pharm Assoc Inc
Northstar Rx Ll
Major Pharmaceu
Lupin Pharmaceu
"KVK-Tech, Inc."
Glenmark Pharma
Camber Pharmace
Amneal Pharmace
Prasco Labs
Mylan
Glenmark Pharma
Bluepoint Labor
Bausch Health U
Gilead Sciences
Hospira/Pfizer
Fresenius Kabi
Bausch Health U
Apotex Corp
Amer. Regent
Akorn Inc.
Boehringer Ing.
Sanofi-Aventis
"Afaxys, Inc."
Dr.Reddy'S Lab
Aurobindo Pharm
Aurobindo Pharm
Aurobindo Pharm
Keryx Biopharma
Teva USA
Bd Diabetes
Bd Diabetes
Bd Diabetes
Bd Diabetes
Bd Diabetes
Bd Diabetes
"Kaleo, Inc."
Sanofi-Aventis
Glaxosmithkline
Sanofi-Aventis
"Genentech, Inc."
Endo Pharm Inc.
Teva USA
Mylan
GSK/ Woodward P
Biogen-Idec
Biogen-Idec
Amgen
Allergan Inc.
Teva Women's He
Blueprint Medic
Wockhardt USA L
Sandoz
Fresenius Kabi
Dr.Reddy'S Lab
Dr. Reddy'S/Pre
"Cipla USA, Inc."
Breckenridge
Bluepoint Labor
Armas Pharmaceu
Accord Healthca
BMS Primarycare
Salix Pharmaceu
Akorn Inc.
Zydus Pharmaceu
Mylan Instituti
Mylan
Glenmark Pharma
Ascend Laborato
Amneal Pharmace
AHP
Taro Pharm USA
Sandoz
Glenmark Pharma
Amneal Pharmace
Actavis/Teva
Sun Pharma Glob*
Perrigo/Padagis
Ascend Laborato
Wallace/Mylan
Akorn Inc.
Fosun Pharma Us
Hi-Tech/Akorn C
Apotex Corp*
Sandoz
Roxane/West-War
Zydus Pharmaceu
Somerset Therap
Amneal Pharmace
Breckenridge
Avkare
Aurobindo Pharm
Alembic Pharmac
Apotex Corp
Perrigo/Padagis
Mylan
"Almirall, LLC"
"Solubiomix, LLC"
Teva Neuroscien
Auromedics Phar
Athenex Pharmac
Wockhardt USA L
Aurobindo Pharm
Athenex-Novaplu
Bionpharma Inc.
Apotex Corp*
Alembic Pharmac
Sun Pharmaceuti
Epic Pharma LLC
Zydus Pharmaceu
Teva USA
Rising Pharm
Fresenius Kabi
Greenstone LLC.
Slate Run Pharm
Tagi Pharma
AHP
Lannett Co. Inc
Hospira/Pfizer
Sandoz
Mylan Instituti
Major Pharmaceu
Carlsbad Tech
Lupin Pharmaceu
Alcon/Novartis
"Daiichi Sankyo,"
Corium/Prasco L
Fresenius Kabi
Fresenius Kabi/
App/Premierpro
Pharmaci/Pfizer
Mayne Pharma In
Becton Dickinso
Merck Sharp & D
Perrigo Co.
Pharmaci/Pfizer
Bausch Health U
Advagen Pharma
Amneal Pharmace
AHP
Upsher-Smith La
Zydus Pharmaceu
"Trupharma, LLC."
Unichem Pharmac
Qualitest/Par P
Mylan Instituti
Marlex Pharm.
Teva USA
Mckesson Packag
Major Pharmaceu
Eywa Pharma Inc
Lannett Co. Inc
Camber Pharmace
Northstar Rx Ll
Caraco Pharma I
Caraco Pharma I
Banner Life Sci
Avion Pharmaceu
Apotex Corp
West-Ward/Hikma
Janssen Product
Teva USA
J&J Cons Prod
Eisai Inc.
Eli Lilly & Co.
BMS Primarycare
Eli Lilly & Co.
Eli Lilly & Co.
"Emd Serono, Inc"
Melinta Therape*
Becton Dickinso
Becton Dickinso
Becton Dickinso
Becton Dickinso
Becton Dickinso
Becton Dickinso
Becton Dickinso
Becton Dickinso
Becton Dickinso
Becton Dickinso
Becton Dickinso
Becton Dickinso
Becton Dickinso
Becton Dickinso
Becton Dickinso
Becton Dickinso
Becton Dickinso
Becton Dickinso
Becton Dickinso
Becton Dickinso
Becton Dickinso
Becton Dickinso
Becton Dickinso
Glaxosmithkline
Lupin Pharmaceu
Biodelivery Sci
Perrigo Co.
Merck Sharp & D
Solco Healthcar
Sandoz
Aurobindo Pharm
Amneal Pharmace
Avkare
Ranbaxy Pharmac
Apotex Corp
Sandoz
Rising Pharm
Perrigo Co.
Mylan
Upsher Smith La
"Cephalon,Inc.-T"
"Daiichi Sankyo,"
"Daiichi Sankyo,"
Glaxosmithkline*
Smg Pharmaceuti
Aptalis/Allerga*
Bausch Health U
Bausch Health U
Aiping Pharmace
Acella Pharmace
Alembic Pharmac
Zydus Pharmaceu
Tagi Pharma
Strides Pharma
Major Pharmaceu
Epic Pharma LLC
Camber Pharmace
Bionpharma Inc.
Ascend Laborato
Zydus Pharmaceu
West-Ward/Hikma
Upsher Smith La
Qualitest/Par P
Marlex Pharm.
Major Pharmaceu
Excellium Pharm
"Cipla USA, Inc."
Chartwell Rx Ll
Bayshore Pharma
Leading Pharma
App/Fresenius K
AHP
Novartis
Mylan
Bausch Health U
Apotex Corp
Bausch Health U
CSL Behring LLC
Bausch Health U
Alcon Laborator
Taro Pharm USA
Versapharm/Akor
Teligent Pharma
Prasco Labs
Sandoz
Perrigo/Padagis
Mckesson Packag
Lupin Pharmaceu
Glenmark Pharma
Taro Pharm USA
Fougera/Sandoz
Actavis/Teva
Zydus Pharmaceu
Viona Pharmaceu
Versapharm/Akor
Taro Pharm USA
Perrigo/Padagis
Northstar Rx Ll
Fougera/Sandoz
Cosette Pharmac
Actavis/Teva
Amer. Regent
Amer. Regent
Taro Pharm USA
Sandoz
"STI Pharma, LLC"
Perrigo/Padagis
Mylan
Cosette Pharmac
Fougera/Sandoz
Actavis/Teva
Ingenus Pharmac
Covis Pharma
Covis Pharma
"Bayer,Pharm Div"
Sandoz
Puracap Laborat
Marlex Pharm.
"KVK-Tech, Inc."
Epic Pharma LLC
Akorn Inc.
Teva USA
Marlex Pharm.
Upsher Smith La
Major Pharmaceu
Lannett Co. Inc
Eci Pharmaceuti
Rising Pharm
Amneal Pharmace
"Chiesi USA, Inc"
Oak Pharmaceuti
Alcon/Novartis
Astrazeneca
Oceanside Pharm
Upsher-Smith La
Mylan
Ani Pharmaceuti
West-Ward/Hikma
Amneal Pharmace
Glaxosmithkline
Glaxosmithkline
"Bayer,Pharm Div"
Sun Pharma Glob
Northstar Rx Ll
Major Pharmaceu
"Gsms, Inc."
Apotex Corp
Ani Pharmaceuti
Accord Healthca
Pfizer US Pharm
Pfizer US Pharm
Arbor Pharmaceu
Therapeuticsmd
Gilead Sciences
Somerset Therap
Lupin Pharmaceu
Hi-Tech/Akorn C
Fosun Pharma Us
Alembic Pharmac*
Apotex Corp
Mission Pharm.
Ascend Therapeu
Unichem Pharmac
"Trupharma, LLC."
Sandoz
Aurobindo Pharm
Unichem Pharmac
Teva USA
Sandoz
Mylan
Edenbridge Phar
"Adma Biologics,"
Teva Parenteral
Allergan Inc.
Allergan Inc.
Allergan Inc.
Amgen
Lupin Pharmaceu
Lupin Pharmaceu
Roche Labs.
"Duchesnay USA,"
Glaxosmithkline
Glaxosmithkline
Glaxosmithkline
Fresenius Kabi
Dr.Reddy'S Lab
Zydus Pharmaceu
West-Ward/Hikma
Sun Pharma Glob
Par Pharm.
Actavis/Teva
Amneal Pharmace
Pfizer US Pharm
Allergan/Botox
Array/Pfizer
Glaxosmithkline
Astrazeneca
Glenmark Pharma
Astrazeneca
Somerset Therap
Sandoz
Bausch Health U
Akorn Inc.
Teva USA
Sandoz
Sebela Pharmace
UCB Pharma*
Hi-Tech/Akorn C
Fosun Pharma Us
Alembic Pharmac
Zydus Pharmaceu
Sandoz
Ranbaxy/Sun Pha
Perrigo/Padagis
Mylan
Perrigo/Padagis
Morton Grove Ph
Mayne Pharma In
Lannett Co. Inc
Eywa Pharma Inc
Breckenridge
Acella Pharmace
Sun Pharmaceuti
Sunovion Pharma
"Beigene USA, In"
Bausch Health U
Alcon Surgical
Perrigo/Padagis
Northstar Rx Ll
Mylan
Zydus Pharmaceu
Teva USA
Rising Pharm
Mylan Instituti
Mayne Pharma In
Amneal Pharmace
Oceanside Pharm
Mylan
Actavis/Teva
Teva USA
Sun Pharma Glob
Sandoz
Northstar Rx Ll
Nephron Corp
Lupin Pharmaceu
Exelan Pharmace
"Cipla USA, Inc."
Amneal Pharmace
Astrazeneca/Pra
Zydus Pharmaceu
West-Ward/Hikma
"West-Ward,Inc./"
Upsher-Smith La
Sandoz
Northstar Rx Ll
Major Pharmaceu
Hospira/Pfizer
Heritage Pharma
Edenbridge Phar
Amneal Pharmace
AHP
Biodelivery Sci
Bausch Health U
Horizon Therape
Hospira/Pfizer
Auromedics Phar
Hospira/Pfizer
Auromedics Phar
Indivior Inc.
Teva USA
Rhodes Pharmace
Apotex Corp
Amneal Pharmace
West-Ward/Hikma*
Sun Pharmaceuti
Rhodes Pharmace
Par Pharm.
Hi-Tech/Akorn C
Actavis/Teva
Sun Pharmaceuti
Sandoz
Rhodes Pharmace
Mylan
Mallinckrodt Ph
Major Pharmaceu
Lannett Co. Inc
West-Ward/Hikma
Hi-Tech/Akorn C
Dr.Reddy'S Lab
Amneal Pharmace
Alvogen Inc
Almatica Pharma
Actavis/Teva
Accord Healthca
Rising Pharm
Mylan Instituti
Mylan
Major Pharmaceu
"Gsms, Inc."
"Cipla USA, Inc."
Bluepoint Labor
Avet Pharmaceut
Apotex Corp
Sun Pharma Glob
Solco Healthcar
Slate Run Pharm
Sciegen Pharmac
Sandoz
Radha Pharmaceu
Major Pharmaceu
Global Pharm
Dr.Reddy'S Lab
"Cipla USA, Inc."
Actavis/Teva
AHP
Zydus Pharmaceu
Wockhardt USA L
TWI Pharmaceuti
Sun Pharmaceuti
Slate Run Pharm
Sandoz
Par Pharm.
Marlex Pharm.
Major Pharmaceu
Lupin Pharmaceu
"Gsms, Inc."
Global Pharm
Sciegen Pharmac
Westminster Pha
Exelan Pharmace
Epic Pharma LLC
Dr.Reddy'S Lab
"Cipla USA, Inc."
Bluepoint Labor
Avpak
Amneal Pharmace
Alvogen Inc
Actavis/Teva
Accord Healthca
AHP
Zydus Pharmaceu
Yiling Pharmace
Unichem Pharmac
Strides Pharma
Pd-Rx Pharm
Par Pharm.
Oxford Pharmace
Nivagen Pharmac
Mylan Instituti
Mylan
Teva USA
Major Pharmaceu
"Gsms, Inc."
Epic Pharma LLC
Avkare
Avet Pharmaceut
Aurobindo Pharm
"Apnar Pharma, L"
Amneal Pharmace
Advagen Pharma
Accord Healthca
Qualitest/Par P
Breckenridge
Actavis/Teva
Lannett Co. Inc
Actavis/Teva
Qualitest/Par P
Oceanside Pharm
Mayne Pharma In
Larken Labs
Granules Pharma
Alvogen Inc
Xspire Pharma
West-Ward/Hikma
Taro Pharm USA
Sunrise Pharmac
Proficient Rx L
Northstar Rx Ll
"Mikart, Inc"
Qualitest/Par P
Westminster Pha
Mayne Pharma In
Major Pharmaceu
Lannett Co. Inc
"KVK-Tech, Inc."
"Gsms, Inc."
Granules Pharma
Aurobindo Pharm
Alvogen Inc
Actavis/Teva
AHP
Lannett Co. Inc
Actavis/Teva
Roxane/West-War
Mylan
Hospira/Pfizer
Apotex Corp
Purdue Pharma L
Astrazeneca
Astrazeneca
Astrazeneca
Sun Pharmaceuti
Forest/Allergan
Centurion Labs
Viiv Healthcare
Teva USA
Par Pharm.
Ingenus Pharmac
Greenstone LLC.
Genzyme
"Exelixis, Inc."
Pfizer/Viatris
Pharmaci/Pfizer
Pfizer US Pharm
Taro Pharm USA
Sandoz
Prasco Labs
Northstar Rx Ll
Mayne Pharma In
Hi-Tech/Akorn C
Glenmark Pharma
Fougera/Sandoz
Cosette Pharmac
Amneal Pharmace
Tolmar Inc.
Taro Pharm USA
Prasco Labs
Perrigo/Padagis
Sandoz
Prasco Labs
Perrigo/Padagis
Perrigo Co.
Par Pharm.
Par Pharm.
Par Pharm.
Leucadia Pharma
Leucadia Pharma
Leucadia Pharma
Apotex Corp
Apotex Corp
Apotex Corp
Avet Pharmaceut
Akorn Inc.
AHP
West-Ward/Hikma
Teva USA
Sun Pharmaceuti
Strides Pharma
Roxane/West-War
Rising Pharm
Ranbaxy/Sun Pha
Perrigo/Padagis
Pd-Rx Pharm
Heritage Pharma
Bionpharma Inc.
West-Ward/Hikma
Rising Pharm
Nostrum Laborat
Marlex Pharm.
Sandoz
Major Pharmaceu
Lupin Pharmaceu
Exelan Pharmace
"Cipla USA, Inc."
Chartwell Rx Ll
Avet Pharmaceut
"Apnar Pharma, L"
Amneal Pharmace
AHP
Fresenius Kabi
Astrazeneca
Assertio Therap
Mayne Pharma In
Pharmaci/Pfizer
Teva USA
Teva USA
Allergan Inc.
Merck Sharp & D
Par Pharm.
Mylan
Major Pharmaceu
Macleods Pharma
Alembic Pharmac
AHP
Mylan
Macleods Pharma
Ani Pharmaceuti
West-Ward/Hikma
Sun Pharmaceuti
Novadoz Pharmac
Northstar Rx Ll
Ascend Laborato
Accord Healthca
Galderma Labora
Intra-Cellular
Genzyme
West-Ward/Hikma
Sandoz
Mylan Instituti
Mylan
Major Pharmaceu
Amici Pharmaceu
Ajanta Pharma L
Mylan
Bausch Health U
Aptalis/Allerga
Orphan Europe/R
Torrent Pharmac
Teva USA
Taro Pharm USA
Pharm Assoc Inc
Nivagen Pharmac
Mylan Instituti
Morton Grove Ph
Major Pharmaceu
"Gsms, Inc."
Apotex Corp
Zydus Pharmaceu
Upsher-Smith La
Taro Pharm USA
Sandoz
Rising Pharm
Prasco Labs
